"Date","Region","No. of Stations","Avg. SWC","% of April 1","% of Normal"
"12/02/2020","STATE","103","2.0","7","41"
"12/01/2020","STATE","104","2.0","7","42"
"11/30/2020","STATE","103","2.0","7","44"
"06/26/2020","STATE","99","0.0","0","0"
"06/24/2020","STATE","99","0.0","0","0"
"06/09/2020","STATE","100","0.1","0","0"
"06/08/2020","STATE","101","0.1","0","0"
"06/07/2020","STATE","101","0.1","0","0"
"06/06/2020","STATE","101","0.1","0","0"
"06/05/2020","STATE","101","0.1","0","0"
"06/04/2020","STATE","101","0.1","1","4"
"06/03/2020","STATE","101","0.2","1","4"
"06/02/2020","STATE","101","0.2","1","3"
"06/01/2020","STATE","101","0.3","1","3"
"05/31/2020","STATE","101","0.3","1","3"
"05/30/2020","STATE","101","0.4","2","6"
"05/29/2020","STATE","101","0.5","2","6"
"05/28/2020","STATE","101","0.7","2","5"
"05/27/2020","STATE","101","0.8","3","8"
"05/26/2020","STATE","101","1.0","4","10"
"05/25/2020","STATE","101","1.2","4","10"
"05/24/2020","STATE","101","1.4","5","12"
"05/23/2020","STATE","101","1.5","5","11"
"05/22/2020","STATE","101","1.7","6","13"
"05/21/2020","STATE","101","1.9","7","15"
"05/20/2020","STATE","101","2.1","7","14"
"05/19/2020","STATE","101","2.1","7","14"
"05/18/2020","STATE","101","1.8","6","12"
"05/17/2020","STATE","101","1.8","6","11"
"05/16/2020","STATE","101","2.0","7","13"
"05/15/2020","STATE","101","2.3","8","14"
"05/14/2020","STATE","101","2.3","8","14"
"05/13/2020","STATE","101","2.4","8","13"
"05/12/2020","STATE","101","2.5","9","15"
"05/11/2020","STATE","101","2.8","10","16"
"05/10/2020","STATE","101","3.2","11","17"
"05/09/2020","STATE","101","3.7","13","20"
"05/08/2020","STATE","101","4.3","15","22"
"05/07/2020","STATE","101","4.8","17","25"
"05/06/2020","STATE","101","5.3","19","27"
"05/05/2020","STATE","101","5.9","21","29"
"05/04/2020","STATE","101","6.4","22","30"
"05/03/2020","STATE","101","6.8","24","32"
"05/02/2020","STATE","101","7.4","26","34"
"05/01/2020","STATE","101","8.1","28","36"
"04/30/2020","STATE","101","8.8","31","39"
"04/29/2020","STATE","101","9.6","33","41"
"04/28/2020","STATE","101","10.4","36","44"
"04/27/2020","STATE","101","11.1","39","47"
"04/26/2020","STATE","101","11.9","42","50"
"04/25/2020","STATE","101","12.6","44","52"
"04/24/2020","STATE","101","13.3","46","53"
"04/23/2020","STATE","101","14.0","49","56"
"04/22/2020","STATE","101","14.6","51","58"
"04/21/2020","STATE","101","15.0","52","58"
"04/20/2020","STATE","101","15.2","53","59"
"04/19/2020","STATE","101","15.5","54","59"
"04/18/2020","STATE","101","15.8","55","60"
"04/17/2020","STATE","101","15.9","56","61"
"04/16/2020","STATE","101","16.4","57","61"
"04/15/2020","STATE","101","16.8","59","63"
"04/14/2020","STATE","101","17.0","60","63"
"04/13/2020","STATE","100","17.4","61","64"
"04/12/2020","STATE","100","17.7","62","65"
"04/11/2020","STATE","99","18.0","63","65"
"04/10/2020","STATE","100","18.2","64","66"
"04/09/2020","STATE","100","18.3","64","66"
"04/08/2020","STATE","99","18.0","63","64"
"04/07/2020","STATE","99","17.9","63","64"
"04/06/2020","STATE","100","17.3","61","62"
"04/05/2020","STATE","100","15.6","55","56"
"04/04/2020","STATE","100","15.2","53","53"
"04/03/2020","STATE","100","15.2","54","54"
"04/02/2020","STATE","100","15.3","54","54"
"04/01/2020","STATE","100","15.4","54","54"
"03/31/2020","STATE","100","15.5","54","54"
"03/30/2020","STATE","101","15.3","54","54"
"03/29/2020","STATE","101","15.1","53","53"
"03/28/2020","STATE","99","14.6","52","52"
"03/27/2020","STATE","99","14.6","52","52"
"03/26/2020","STATE","101","14.8","52","52"
"03/25/2020","STATE","100","14.4","51","51"
"03/24/2020","STATE","99","14.0","49","49"
"03/23/2020","STATE","99","13.8","49","49"
"03/22/2020","STATE","99","13.8","49","49"
"03/21/2020","STATE","99","13.7","48","49"
"03/20/2020","STATE","100","13.8","48","49"
"03/19/2020","STATE","101","13.6","48","49"
"03/18/2020","STATE","101","13.4","47","48"
"03/17/2020","STATE","101","13.1","46","47"
"03/16/2020","STATE","101","12.2","43","44"
"03/15/2020","STATE","101","11.1","39","40"
"03/14/2020","STATE","100","10.0","35","36"
"03/13/2020","STATE","98","10.3","36","38"
"03/12/2020","STATE","100","10.3","36","38"
"03/11/2020","STATE","100","10.4","36","38"
"03/10/2020","STATE","100","10.4","36","38"
"03/09/2020","STATE","100","10.3","36","38"
"03/08/2020","STATE","100","10.3","36","39"
"03/07/2020","STATE","100","10.3","36","39"
"03/06/2020","STATE","101","10.6","37","40"
"03/05/2020","STATE","101","10.9","38","42"
"03/04/2020","STATE","101","11.0","39","43"
"03/03/2020","STATE","101","11.1","39","44"
"03/02/2020","STATE","102","11.1","39","44"
"03/01/2020","STATE","102","11.0","38","43"
"02/29/2020","STATE","101","11.2","39","45"
"02/28/2020","STATE","102","11.3","40","46"
"02/27/2020","STATE","102","11.5","40","46"
"02/26/2020","STATE","102","11.6","41","48"
"02/25/2020","STATE","102","11.8","41","48"
"02/24/2020","STATE","0","","",""
"02/23/2020","STATE","101","11.8","42","51"
"02/22/2020","STATE","100","11.7","41","50"
"02/21/2020","STATE","100","11.7","41","50"
"02/20/2020","STATE","100","11.8","41","51"
"02/19/2020","STATE","100","11.9","42","53"
"02/18/2020","STATE","100","11.9","42","53"
"02/17/2020","STATE","100","12.0","42","54"
"02/16/2020","STATE","100","12.0","42","55"
"02/15/2020","STATE","100","12.0","42","55"
"02/14/2020","STATE","100","12.1","43","57"
"02/13/2020","STATE","100","12.1","43","58"
"02/12/2020","STATE","100","12.1","43","59"
"02/11/2020","STATE","100","12.1","43","60"
"02/10/2020","STATE","100","12.1","43","60"
"02/09/2020","STATE","100","12.1","43","61"
"02/08/2020","STATE","100","12.2","43","62"
"02/07/2020","STATE","100","12.2","43","63"
"02/06/2020","STATE","100","12.2","43","64"
"02/05/2020","STATE","99","12.0","43","65"
"02/04/2020","STATE","99","12.1","43","66"
"02/03/2020","STATE","100","12.2","43","67"
"02/02/2020","STATE","100","12.2","43","68"
"02/01/2020","STATE","100","12.2","43","69"
"01/31/2020","STATE","100","12.2","43","70"
"01/30/2020","STATE","101","12.3","43","72"
"01/29/2020","STATE","101","12.3","43","73"
"01/28/2020","STATE","101","12.3","43","74"
"01/27/2020","STATE","100","12.2","43","75"
"01/26/2020","STATE","101","12.1","42","74"
"01/25/2020","STATE","100","11.9","42","76"
"01/24/2020","STATE","100","11.9","42","77"
"01/23/2020","STATE","100","11.8","41","76"
"01/22/2020","STATE","100","11.8","41","77"
"01/21/2020","STATE","101","11.6","41","79"
"01/20/2020","STATE","101","11.6","40","78"
"01/19/2020","STATE","101","11.5","40","79"
"01/18/2020","STATE","101","11.4","40","81"
"01/17/2020","STATE","101","11.4","40","82"
"01/16/2020","STATE","101","10.4","36","75"
"01/15/2020","STATE","101","10.3","36","76"
"01/14/2020","STATE","100","10.0","35","76"
"01/13/2020","STATE","101","9.8","34","75"
"01/12/2020","STATE","101","9.8","34","76"
"01/11/2020","STATE","101","9.7","34","78"
"01/10/2020","STATE","101","9.6","34","79"
"01/09/2020","STATE","101","9.6","33","78"
"01/08/2020","STATE","101","9.5","33","80"
"01/07/2020","STATE","101","9.5","33","81"
"01/06/2020","STATE","100","9.4","33","83"
"01/05/2020","STATE","100","9.4","33","85"
"01/04/2020","STATE","100","9.4","33","87"
"01/03/2020","STATE","100","9.4","33","88"
"01/02/2020","STATE","100","9.4","33","90"
"01/01/2020","STATE","99","9.3","33","92"
"12/31/2019","STATE","98","9.3","33","94"
"12/30/2019","STATE","98","9.3","33","96"
"12/29/2019","STATE","98","9.2","32","96"
"12/28/2019","STATE","98","9.1","32","98"
"12/27/2019","STATE","99","9.1","32","100"
"12/26/2019","STATE","99","9.1","32","102"
"12/25/2019","STATE","99","9.1","32","104"
"12/24/2019","STATE","99","9.0","32","107"
"12/23/2019","STATE","100","8.8","31","105"
"12/22/2019","STATE","100","8.2","29","101"
"12/21/2019","STATE","100","8.3","29","104"
"12/20/2019","STATE","100","8.2","29","106"
"12/19/2019","STATE","100","8.1","29","109"
"12/18/2019","STATE","100","8.1","28","107"
"12/17/2019","STATE","99","8.0","28","110"
"12/16/2019","STATE","101","8.1","28","113"
"12/15/2019","STATE","101","8.1","28","116"
"12/14/2019","STATE","102","7.8","27","114"
"12/13/2019","STATE","101","7.2","25","109"
"12/12/2019","STATE","103","7.2","25","112"
"12/11/2019","STATE","102","7.0","24","110"
"12/10/2019","STATE","100","6.8","24","113"
"12/09/2019","STATE","101","6.8","24","116"
"12/08/2019","STATE","101","6.7","23","114"
"12/07/2019","STATE","101","5.5","19","97"
"12/06/2019","STATE","101","5.2","18","94"
"12/05/2019","STATE","101","5.1","18","97"
"12/04/2019","STATE","102","4.8","17","94"
"12/03/2019","STATE","101","4.8","17","97"
"12/02/2019","STATE","101","4.4","15","88"
"12/01/2019","STATE","101","3.2","11","67"
"11/30/2019","STATE","100","2.5","9","56"
"11/29/2019","STATE","100","2.3","8","52"
"11/28/2019","STATE","99","2.0","7","47"
"11/27/2019","STATE","94","1.1","4","28"
"11/26/2019","STATE","94","0.1","0","0"
"11/25/2019","STATE","93","0.1","0","0"
"11/19/2019","STATE","93","0.0","0","0"
"11/18/2019","STATE","93","0.0","0","0"
"11/01/2019","STATE","90","0.0","0","0"
"10/01/2019","STATE","88","0.0","0","0"
"09/01/2019","STATE","88","0.0","0","0"
"08/01/2019","STATE","88","0.0","0","0"
"07/17/2019","STATE","88","0.1","0","0"
"07/16/2019","STATE","88","0.1","0","0"
"07/15/2019","STATE","88","0.1","1","91"
"07/14/2019","STATE","90","0.2","1","71"
"07/13/2019","STATE","90","0.2","1","63"
"07/12/2019","STATE","90","0.2","1","56"
"07/11/2019","STATE","90","0.2","1","48"
"07/10/2019","STATE","90","0.2","1","42"
"07/09/2019","STATE","90","0.2","1","37"
"07/08/2019","STATE","90","0.3","1","33"
"07/07/2019","STATE","90","0.3","1","30"
"07/06/2019","STATE","90","0.4","1","28"
"07/05/2019","STATE","90","0.5","2","50"
"07/04/2019","STATE","90","0.6","2","47"
"07/03/2019","STATE","90","0.7","3","64"
"07/02/2019","STATE","90","0.9","3","59"
"07/01/2019","STATE","90","1.0","4","71"
"06/30/2019","STATE","90","1.2","4","67"
"06/29/2019","STATE","90","1.3","5","77"
"06/28/2019","STATE","90","1.4","5","71"
"06/27/2019","STATE","180","1.5","6","80"
"06/26/2019","STATE","90","1.9","7","88"
"06/25/2019","STATE","90","2.1","8","93"
"06/24/2019","STATE","90","2.4","9","98"
"06/23/2019","STATE","90","2.6","10","101"
"06/22/2019","STATE","90","2.8","10","95"
"06/21/2019","STATE","90","3.0","11","98"
"06/20/2019","STATE","90","3.3","12","101"
"06/19/2019","STATE","90","3.7","14","110"
"06/18/2019","STATE","90","4.2","15","112"
"06/17/2019","STATE","90","4.7","17","120"
"06/16/2019","STATE","90","5.2","19","126"
"06/15/2019","STATE","90","5.8","21","132"
"06/14/2019","STATE","90","6.5","24","143"
"06/13/2019","STATE","91","7.3","27","153"
"06/12/2019","STATE","91","8.1","30","161"
"06/11/2019","STATE","91","8.9","33","168"
"06/10/2019","STATE","91","9.7","36","175"
"06/09/2019","STATE","91","10.5","38","176"
"06/08/2019","STATE","91","11.1","41","181"
"06/07/2019","STATE","91","11.8","43","181"
"06/06/2019","STATE","91","12.8","47","190"
"06/05/2019","STATE","91","13.8","51","196"
"06/04/2019","STATE","91","14.7","54","199"
"06/03/2019","STATE","91","15.5","57","201"
"06/02/2019","STATE","91","16.2","60","203"
"06/01/2019","STATE","91","16.9","62","202"
"05/31/2019","STATE","91","17.5","64","200"
"05/30/2019","STATE","91","18.0","66","196"
"05/29/2019","STATE","91","18.6","68","194"
"05/28/2019","STATE","91","19.0","70","191"
"05/27/2019","STATE","91","19.3","71","186"
"05/26/2019","STATE","91","19.2","71","178"
"05/25/2019","STATE","91","19.5","72","174"
"05/24/2019","STATE","91","19.8","73","170"
"05/23/2019","STATE","91","19.9","73","164"
"05/22/2019","STATE","91","19.9","73","159"
"05/21/2019","STATE","91","19.6","72","152"
"05/20/2019","STATE","91","19.5","72","147"
"05/19/2019","STATE","90","19.0","70","139"
"05/18/2019","STATE","91","18.9","70","134"
"05/17/2019","STATE","91","18.9","69","129"
"05/16/2019","STATE","91","18.6","68","123"
"05/15/2019","STATE","91","18.6","68","120"
"05/14/2019","STATE","91","19.4","71","122"
"05/13/2019","STATE","91","20.3","74","124"
"05/12/2019","STATE","91","21.2","78","127"
"05/11/2019","STATE","91","22.1","81","129"
"05/10/2019","STATE","91","22.8","84","131"
"05/09/2019","STATE","91","23.4","86","131"
"05/08/2019","STATE","91","24.6","90","134"
"05/07/2019","STATE","91","25.6","93","136"
"05/06/2019","STATE","91","26.4","96","137"
"05/05/2019","STATE","91","27.3","99","138"
"05/04/2019","STATE","91","28.2","103","141"
"05/03/2019","STATE","91","29.0","106","142"
"05/02/2019","STATE","91","29.8","108","142"
"05/01/2019","STATE","92","31.0","112","145"
"04/30/2019","STATE","92","31.4","113","143"
"04/29/2019","STATE","92","32.1","116","144"
"04/28/2019","STATE","92","33.0","119","146"
"04/27/2019","STATE","93","33.9","122","148"
"04/26/2019","STATE","93","35.0","125","149"
"04/25/2019","STATE","92","36.2","130","153"
"04/24/2019","STATE","92","37.2","134","156"
"04/23/2019","STATE","94","38.2","137","157"
"04/22/2019","STATE","94","39.0","140","159"
"04/21/2019","STATE","94","39.6","142","159"
"04/20/2019","STATE","156","39.4","143","159"
"04/19/2019","STATE","95","41.1","147","162"
"04/18/2019","STATE","95","41.8","149","162"
"04/17/2019","STATE","95","42.1","150","162"
"04/16/2019","STATE","95","42.1","150","161"
"04/15/2019","STATE","95","42.2","151","161"
"04/14/2019","STATE","95","42.7","153","162"
"04/13/2019","STATE","95","43.0","154","162"
"04/12/2019","STATE","95","43.1","154","161"
"04/11/2019","STATE","96","43.4","155","161"
"04/10/2019","STATE","96","43.6","155","160"
"04/09/2019","STATE","96","44.2","157","161"
"04/08/2019","STATE","96","44.6","159","162"
"04/07/2019","STATE","96","45.1","161","164"
"04/06/2019","STATE","96","45.2","161","163"
"04/05/2019","STATE","96","45.1","161","163"
"04/04/2019","STATE","96","45.2","161","162"
"04/03/2019","STATE","96","45.3","161","162"
"04/02/2019","STATE","96","45.2","161","161"
"04/01/2019","STATE","96","45.3","161","161"
"03/31/2019","STATE","96","45.4","162","162"
"03/30/2019","STATE","97","45.3","162","162"
"03/29/2019","STATE","97","45.2","162","162"
"03/28/2019","STATE","98","44.9","161","161"
"03/27/2019","STATE","98","44.1","158","158"
"03/26/2019","STATE","98","43.9","158","158"
"03/25/2019","STATE","98","43.7","157","157"
"03/24/2019","STATE","99","43.4","156","157"
"03/23/2019","STATE","99","43.1","155","156"
"03/22/2019","STATE","180","43.4","154","155"
"03/21/2019","STATE","99","42.8","154","156"
"03/20/2019","STATE","99","42.7","153","155"
"03/19/2019","STATE","99","42.6","153","156"
"03/18/2019","STATE","100","42.8","153","156"
"03/17/2019","STATE","99","42.8","154","158"
"03/16/2019","STATE","100","42.7","153","157"
"03/15/2019","STATE","100","42.7","153","158"
"03/14/2019","STATE","100","42.7","153","159"
"03/13/2019","STATE","100","42.7","153","160"
"03/12/2019","STATE","100","42.6","153","160"
"03/11/2019","STATE","99","42.5","153","161"
"03/10/2019","STATE","99","42.4","152","161"
"03/09/2019","STATE","99","42.2","152","162"
"03/08/2019","STATE","100","42.1","151","162"
"03/07/2019","STATE","101","41.6","149","161"
"03/06/2019","STATE","102","40.2","144","157"
"03/05/2019","STATE","101","39.0","140","154"
"03/04/2019","STATE","101","39.0","140","155"
"03/03/2019","STATE","101","38.7","138","154"
"03/02/2019","STATE","101","37.7","135","152"
"03/01/2019","STATE","102","37.5","133","151"
"02/28/2019","STATE","104","37.3","132","152"
"02/27/2019","STATE","102","36.4","130","151"
"02/26/2019","STATE","104","34.8","123","144"
"02/25/2019","STATE","104","33.7","119","141"
"02/24/2019","STATE","104","33.4","118","141"
"02/23/2019","STATE","105","33.3","117","141"
"02/22/2019","STATE","105","33.2","117","143"
"02/21/2019","STATE","106","33.1","116","143"
"02/20/2019","STATE","105","33.0","116","144"
"02/19/2019","STATE","105","32.8","115","145"
"02/18/2019","STATE","105","32.7","115","146"
"02/17/2019","STATE","105","32.3","114","147"
"02/16/2019","STATE","105","31.5","111","145"
"02/15/2019","STATE","105","30.4","107","141"
"02/14/2019","STATE","107","28.9","102","136"
"02/13/2019","STATE","107","27.1","96","130"
"02/12/2019","STATE","107","26.4","93","127"
"02/11/2019","STATE","107","26.3","93","129"
"02/10/2019","STATE","107","25.7","91","128"
"02/09/2019","STATE","107","24.2","86","123"
"02/08/2019","STATE","107","23.9","85","123"
"02/07/2019","STATE","108","24.0","84","123"
"02/06/2019","STATE","108","23.9","84","125"
"02/05/2019","STATE","108","23.5","82","124"
"02/04/2019","STATE","107","21.3","75","115"
"02/03/2019","STATE","107","19.6","69","107"
"02/02/2019","STATE","108","17.9","63","100"
"02/01/2019","STATE","108","17.5","61","98"
"01/31/2019","STATE","107","17.5","61","100"
"01/30/2019","STATE","107","17.3","61","101"
"01/29/2019","STATE","106","17.4","61","103"
"01/28/2019","STATE","105","17.4","61","105"
"01/27/2019","STATE","105","17.4","61","106"
"01/26/2019","STATE","105","17.4","61","108"
"01/25/2019","STATE","105","17.4","61","110"
"01/24/2019","STATE","105","17.4","61","111"
"01/23/2019","STATE","105","17.3","61","113"
"01/22/2019","STATE","105","17.2","61","115"
"01/21/2019","STATE","105","17.2","61","117"
"01/20/2019","STATE","105","16.1","57","111"
"01/19/2019","STATE","210","16.1","57","113"
"01/18/2019","STATE","105","15.7","55","111"
"01/17/2019","STATE","105","14.4","51","105"
"01/16/2019","STATE","105","12.3","43","90"
"01/15/2019","STATE","105","11.2","39","83"
"01/14/2019","STATE","107","11.2","39","84"
"01/13/2019","STATE","106","11.0","39","86"
"01/12/2019","STATE","106","11.0","39","87"
"01/11/2019","STATE","106","10.9","38","87"
"01/10/2019","STATE","106","10.9","38","89"
"01/09/2019","STATE","106","10.3","36","86"
"01/08/2019","STATE","106","9.9","35","85"
"01/07/2019","STATE","105","9.6","34","84"
"01/06/2019","STATE","105","8.0","28","71"
"01/05/2019","STATE","105","7.2","25","64"
"01/04/2019","STATE","105","7.1","25","66"
"01/03/2019","STATE","105","7.1","25","67"
"01/02/2019","STATE","105","7.1","25","68"
"01/01/2019","STATE","105","7.1","25","70"
"12/31/2018","STATE","106","7.2","25","71"
"12/30/2018","STATE","106","7.3","25","73"
"12/29/2018","STATE","106","7.2","25","75"
"12/28/2018","STATE","212","7.2","25","76"
"12/27/2018","STATE","105","7.3","25","78"
"12/26/2018","STATE","105","7.2","25","80"
"12/25/2018","STATE","105","7.2","25","81"
"12/24/2018","STATE","105","6.4","23","77"
"12/23/2018","STATE","105","6.3","22","75"
"12/22/2018","STATE","105","6.3","22","77"
"12/21/2018","STATE","105","6.3","22","79"
"12/20/2018","STATE","105","6.2","22","80"
"12/19/2018","STATE","105","6.1","22","82"
"12/18/2018","STATE","105","6.1","21","80"
"12/17/2018","STATE","105","5.9","21","82"
"12/16/2018","STATE","105","5.6","20","81"
